compound_id,smiles,n_confs,temperature_K,aq_psa3d,mem_psa3d,delta_psa3d,psa3d_std,psa3d_spread,bw_psa3d,norm_delta_psa,tpsa_2d,ensemble_energy,pop_lowest_pct,unique_confs,error
Pr_Gly.L.L.dP.Me_dL.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,4456.0,298.15,82.9377,39.8938,43.0439,8.543,43.0439,59.6816,0.044829,148.23,0.631,27.455,4456.0,
dP.Me_dA.dL.meL.dP.Bn_Gly.F,CC(C)C[C@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,1413.0,298.15,78.6933,44.3905,34.3028,6.7883,34.3028,62.1188,0.034999,159.75,0.21,64.299,1413.0,
L.Me_dL.meA.L.dP.meA,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@@H](CC(C)C)N(C)C1=O,1427.0,298.15,89.5499,43.9009,45.649,10.739,45.649,62.4022,0.054876,139.44,0.507,39.191,1427.0,
dA.L.Bn_Gly.dP.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,983.0,298.15,86.8052,46.9362,39.869,9.4886,39.869,76.0966,0.045976,148.23000000000002,0.511,32.667,983.0,
P.meA.dL.bHph.P.dL.F,CC(C)C[C@H]1NC(=O)[C@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC1=O,1844.0,298.15,93.1651,38.0661,55.099,14.9706,55.099,73.2567,0.057255,177.32999999999998,0.378,18.819,1844.0,
Pr_Gly.L.L.P.Bn_Gly.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C1=O,2547.0,298.15,94.1005,55.3474,38.7531,7.6112,38.7531,82.1279,0.041265,148.23,0.513,19.99,2547.0,
dA.Me_dL.meL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@H](C)C(=O)N1C,3167.0,298.15,77.9689,37.2466,40.7223,7.71,40.7223,59.7501,0.043612,139.44,0.432,20.23,3167.0,
P.Me_dA.L.dL.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1977.0,298.15,97.668,37.8367,59.8313,8.3876,59.8313,93.1401,0.060525,168.54,0.586,50.159,1977.0,
dP.dGlu(OMe).L.dL.L.L,COC(=O)CC[C@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC1=O,1231.0,298.15,116.5773,65.1285,51.4488,10.1945,51.4488,76.2178,0.056244,192.10999999999999,0.141,79.701,1231.0,
meA.Me_dL.Bn_Gly.P.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N1C,333.0,298.15,81.2889,53.6993,27.5896,7.4665,27.5896,75.5803,0.030116,130.65,0.575,32.609,333.0,
L.dA.L.L.dP.Y,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC1=O,3207.0,298.15,130.1198,82.3737,47.7461,9.9953,47.7461,92.7376,0.054699,186.04,0.371,53.134,3207.0,
dP.A.Me_dL.Bn_Gly.dP.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,662.0,298.15,107.9365,42.1298,65.8067,10.2297,65.8067,57.4523,0.065714,159.75,0.554,17.69,662.0,
bHph.dL.meL.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](CC(C)C)NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC1=O,2115.0,298.15,86.5497,33.2639,53.2858,10.1562,53.2858,78.9116,0.055685,157.01999999999998,0.222,74.989,2115.0,
Nal.3-pyridylethyl_Gly.meL.Nle.dP.iBu_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,6885.0,298.15,93.8402,50.2278,43.6124,7.9838,43.6124,77.7716,0.043565,152.33,0.644,42.999,6885.0,
meA.meL.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,648.0,298.15,84.2932,31.0987,53.1945,9.51,53.1945,76.929,0.056581,130.65,0.429,47.835,648.0,
A.Mono38.dL.Nle.P.Et_Gly,CCCC[C@@H]1NC(=O)[C@@H](CC(C)C)NC(=O)CN(CC2CCOCC2)C(=O)[C@H](C)NC(=O)CN(CC)C(=O)[C@@H]2CCCN2C1=O,3122.0,298.15,114.2886,78.8585,35.4301,5.1762,35.4301,95.2051,0.039382,157.46,0.787,12.59,3122.0,
dP.dA.Me_dL.Bn_Gly.P.Bn_Gly.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@H](C)C(=O)N1C,1018.0,298.15,106.992,47.8613,59.1307,12.194,59.1307,70.772,0.057961,159.75,0.632,26.797,1018.0,
P.bHph.meL.L.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C1=O,6708.0,298.15,102.8544,56.7819,46.0725,8.1377,46.0725,73.5905,0.041914,168.54,0.509,14.952,6708.0,
meA.dL.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,2084.0,298.15,72.6588,35.6611,36.9977,8.2681,36.9977,47.386,0.040553,139.44000000000003,0.653,28.98,2084.0,
F.Bn_Gly.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(Cc2ccccc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,4427.0,298.15,83.9132,39.7314,44.1818,10.3104,44.1818,52.4473,0.042812,157.26,0.641,20.785,4427.0,
meA.dL.Bn_Gly.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2069.0,298.15,77.7581,27.683,50.0751,11.8339,50.0751,55.5136,0.05518,148.23,0.801,22.676,2069.0,
dA.L.Bn_Gly.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,2185.0,298.15,85.8783,38.8031,47.0752,10.8721,47.0752,62.3303,0.049275,148.23000000000002,0.578,32.616,2185.0,
P.bHph.Me_dL.dL.P.dL.F,CC(C)C[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N1C,6804.0,298.15,99.1732,44.945,54.2282,9.9206,54.2282,60.0533,0.050874,177.33,0.218,85.321,6804.0,
dA.meL.bHph.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,1258.0,298.15,105.4778,36.2106,69.2672,12.0813,69.2672,63.532,0.074395,157.01999999999998,0.334,68.722,1258.0,
Pr_Gly.meL.Bn_Gly.dP.meL.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,5050.0,298.15,69.7009,46.5187,23.1822,5.4314,23.1822,64.0541,0.022949,130.65,0.804,19.755,5050.0,
dP.Pr_Gly.Me_dL.Bn_Gly.dP.dL.F,CCCN1CC(=O)N(C)[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C1=O,5454.0,298.15,80.2855,43.2947,36.9908,7.2615,36.9908,57.1551,0.035572,159.75,0.419,56.939,5454.0,
dP.meA.meL.bHph.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@@H](C)C(=O)N1C,2284.0,298.15,89.5626,33.52,56.0426,8.7935,56.0426,65.1387,0.054001,159.75,0.656,37.749,2284.0,
meA.L.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1345.0,298.15,88.9192,36.9728,51.9464,11.9188,51.9464,41.1574,0.056767,139.44,0.41,64.71,1345.0,
P.Me_dA.L.meL.P.Me_dL.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,2510.0,298.15,82.3179,43.3545,38.9634,8.2728,38.9634,68.3705,0.038708,159.75,0.949,6.996,2510.0,
A.dL.meL.P.meL.F,CC(C)C[C@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,2099.0,298.15,88.2567,55.1309,33.1258,5.8034,33.1258,71.663,0.035249,148.23000000000002,0.369,52.784,2099.0,
meA.meL.dL.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,2294.0,298.15,78.6976,30.9786,47.719,9.7949,47.719,46.1202,0.051562,148.23,0.325,65.796,2294.0,
P.Me_dA.meL.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,4719.0,298.15,85.228,54.1169,31.1111,8.0147,31.1111,77.5204,0.030719,159.75,0.407,55.87,4719.0,
A.L.Bn_Gly.dP.dL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)CN(Cc2ccccc2)C1=O,1299.0,298.15,93.3399,46.6443,46.6956,7.2532,46.6956,74.494,0.051534,157.02,0.326,25.041,1299.0,
L.L.Ala(indol-2-yl).Ala(indol-2-yl).dP.Ala(indol-2-yl),CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2cc3ccccc3[nH]2)NC(=O)[C@H](Cc2cc3ccccc3[nH]2)NC1=O,3154.0,298.15,98.5379,52.2817,46.2562,7.4773,46.2562,72.1459,0.042107,213.17999999999998,0.528,32.769,3154.0,
L.Me_dA.meL.L.dP.meY,CC(C)C[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C1=O,3913.0,298.15,112.6586,59.3831,53.2755,10.4695,53.2755,77.0435,0.056655,159.67,0.75,11.969,3913.0,
bHph.L.L.P.meL.F,CC(C)C[C@@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,4316.0,298.15,100.7794,55.0301,45.7493,8.4089,45.7493,69.9294,0.047042,157.02,0.487,52.622,4316.0,
dP.A.Me_dL.dL.P.dL.F,CC(C)C[C@@H]1C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N[C@@H](C)C(=O)N1C,1483.0,298.15,79.0558,41.1536,37.9022,5.0596,37.9022,54.238,0.040607,177.33,0.068,91.627,1483.0,
Me_dA.L.meL.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,4365.0,298.15,84.8312,35.027,49.8042,7.9351,49.8042,68.8024,0.055096,148.23,0.28,75.412,4365.0,
dP.Me_dA.dL.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,2127.0,298.15,72.2003,31.6596,40.5407,8.9501,40.5407,40.5398,0.041482,159.75,0.673,20.167,2127.0,
P.dA.Bn_Gly.Me_dL.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N1C,1354.0,298.15,97.539,46.4029,51.1361,10.6444,51.1361,81.3238,0.050328,159.75,0.592,24.294,1354.0,
F.3-pyridylethyl_Gly.meL.Nle.dP.Mono42,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCc2cccnc2)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(CCN2CCOCC2)C(=O)[C@H]2CCCN2C1=O,6143.0,298.15,124.9395,74.7497,50.1898,7.4546,50.1898,96.4122,0.049488,164.8,0.651,21.601,6143.0,
P.Me_dA.dL.dL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N[C@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,4041.0,298.15,77.0671,32.3044,44.7627,8.8635,44.7627,51.0099,0.047686,168.54,0.312,54.502,4041.0,
dP.meA.L.meL.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,1039.0,298.15,82.5057,46.0077,36.498,6.4471,36.498,57.1962,0.037697,159.75,0.273,72.171,1039.0,
Me_dA.meL.dL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,2018.0,298.15,71.3756,28.7403,42.6353,10.8396,42.6353,38.6825,0.046568,139.44,0.287,68.506,2018.0,
A.Bn_Gly.L.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2)C(=O)[C@H](C)NC(=O)[C@H](Cc2ccccc2)NC1=O,1382.0,298.15,101.3944,57.3929,44.0015,11.2026,44.0015,70.1045,0.047548,157.01999999999998,0.323,54.339,1382.0,
dP.bHph.dL.meL.P.meL.F,CC(C)C[C@H]1NC(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C1=O,5743.0,298.15,86.7312,48.8765,37.8547,8.8992,37.8547,57.3233,0.036058,168.54000000000002,0.234,77.259,5743.0,
dP.Me_dA.Me_dL.Bn_Gly.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N1C,779.0,298.15,68.1895,36.8755,31.314,5.5931,31.314,52.4435,0.030562,150.96,0.075,94.078,779.0,
dP.meA.L.L.P.meL.F,CC(C)C[C@@H]1NC(=O)[C@H](C)N(C)C(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,1937.0,298.15,97.4244,66.0853,31.3391,5.1339,31.3391,80.1638,0.031486,168.54,0.394,47.701,1937.0,
Pr_Gly.meL.bHph.dP.dL.F,CCCN1CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)C1=O,2407.0,298.15,88.6067,35.4443,53.1624,11.0012,53.1624,61.6202,0.057339,148.23,0.263,48.983,2407.0,
bHph.dL.bHph.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N[C@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@@H]2C(=O)N1C,1242.0,298.15,84.9045,37.1995,47.705,11.1026,47.705,38.2123,0.047947,157.02,0.194,67.525,1242.0,
P.dA.meL.meL.P.Bn_Gly.F,CC(C)C[C@H]1C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N1C,1267.0,298.15,96.6297,57.0447,39.585,9.7734,39.585,72.5933,0.039069,159.75,0.455,48.787,1267.0,
P.bHph.meL.meL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@@H](Cc2ccccc2)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,3380.0,298.15,83.0924,41.5652,41.5272,7.9831,41.5272,78.4888,0.037431,159.75000000000003,0.229,79.427,3380.0,
P.Me_dA.meL.bHph.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,4077.0,298.15,87.9912,34.1336,53.8576,10.1263,53.8576,66.9687,0.05362,168.54,0.216,78.357,4077.0,
Me_dA.L.dL.dP.Bn_Gly.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC(=O)CN(Cc2ccccc2)C(=O)[C@H]2CCCN2C(=O)[C@@H](CC(C)C)NC1=O,1128.0,298.15,98.3959,43.6413,54.7546,12.4084,54.7546,58.1278,0.061564,148.23,0.687,19.457,1128.0,
d(N->O)Gly(allyl).P.I.meV.meA.Bal,C=CC[C@H]1OC(=O)CCNC(=O)[C@H](C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H]([C@@H](C)CC)NC(=O)[C@@H]2CCCN2C1=O,1013.0,298.15,80.0314,42.0406,37.9908,8.7094,37.9908,52.476,0.049803,145.43,0.569,15.839,1013.0,
P.Me_dA.L.L.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,4390.0,298.15,102.2477,59.846,42.4017,8.5273,42.4017,91.1188,0.044158,177.32999999999998,0.172,81.417,4390.0,
dP.dA.meL.bHph.dP.dL.F,CC(C)C[C@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,1574.0,298.15,121.6171,41.6731,79.944,15.2167,79.944,71.6117,0.082746,177.32999999999998,0.376,66.827,1574.0,
P.Me_dA.L.Bn_Gly.P.L.F,CC(C)C[C@@H]1NC(=O)[C@@H]2CCCN2C(=O)CN(Cc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)N(C)C(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3073.0,298.15,105.1425,45.7197,59.4228,11.4407,59.4228,77.0542,0.061474,168.54,0.773,8.69,3073.0,
L.Mono39.meL.Nle.dP.Mono45,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CCOc2ccccc2)C(=O)[C@H](CC(C)C)NC(=O)CN(Cc2ccccc2Cn2cccn2)C(=O)[C@H]2CCCN2C1=O,5603.0,298.15,96.5794,37.5096,59.0698,15.1815,59.0698,41.9557,0.056084,166.49,0.321,65.441,5603.0,
P.Pr_Gly.L.Me_dL.P.Bn_Gly.F,CCCN1CC(=O)N[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@H]2C(=O)N(Cc2ccccc2)CC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C1=O,2309.0,298.15,87.1367,52.787,34.3497,6.7499,34.3497,55.4124,0.034217,159.75,0.464,60.274,2309.0,
dL.L.L.L.dP.Y,CC(C)C[C@@H]1NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CC(C)C)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H]2CCCN2C(=O)[C@H](CC(C)C)NC1=O,4716.0,298.15,128.2292,79.5299,48.6993,6.5747,48.6993,98.9454,0.049618,186.04000000000002,0.853,8.036,4716.0,
meA.L.bHph.dP.L.F,CC(C)C[C@@H]1NC(=O)[C@H]2CCCN2C(=O)C[C@H](Cc2ccccc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@H](C)N(C)C(=O)[C@H](Cc2ccccc2)NC1=O,965.0,298.15,86.7825,31.4302,55.3523,13.8488,55.3523,38.052,0.057976,157.02,0.139,83.364,965.0,
dP.Me_dA.meL.Me_dL.dP.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@H](CC(C)C)C(=O)N2CCC[C@@H]2C(=O)N1C,4158.0,298.15,85.4993,47.442,38.0573,6.0795,38.0573,66.7046,0.037412,150.96,0.257,79.693,4158.0,
Nal.cHexCH2_Gly.meL.Nle.dP.iBu_Gly,CCCC[C@@H]1NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(CC2CCCCC2)C(=O)[C@H](Cc2ccc3ccccc3c2)NC(=O)CN(CC(C)C)C(=O)[C@H]2CCCN2C1=O,5224.0,298.15,73.1012,40.9023,32.1989,6.4992,32.1989,65.0181,0.030672,139.44,0.686,31.434,5224.0,
P.dA.meL.meL.P.dL.F,CC(C)C[C@H]1NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccccc2)NC1=O,3478.0,298.15,99.9733,64.2092,35.7641,6.8372,35.7641,79.5424,0.036443,168.54,0.87,31.003,3478.0,
P.Me_dA.meL.bHph.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N(C)[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,4330.0,298.15,80.8646,46.5663,34.2983,6.4201,34.2983,64.4285,0.032196,159.75,0.465,47.685,4330.0,
P.dA.Bn_Gly.Bn_Gly.P.Me_dL.F,CC(C)C[C@@H]1C(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)N[C@H](C)C(=O)N(Cc2ccccc2)CC(=O)N(Cc2ccccc2)CC(=O)N2CCC[C@H]2C(=O)N1C,1326.0,298.15,89.104,53.2001,35.9039,7.7632,35.9039,77.7061,0.034882,159.75000000000003,0.809,41.389,1326.0,
